Invoice_ID,Order_Date,Ship_Date,Order_Status,Payment_Method,Quantity_Sold,Unit_Price,Discount_Percent,Tax_Amount,Total_Sale_Amount
INV-20231201-6465,2025-06-19,2025-06-25,Pending,Credit Card,14,690,24,513.91,7855.51
INV-20241215-4210,2025-06-20,2025-06-25,Completed,Credit Card,2,660,27,67.45,1031.05
INV-20240315-6960,2024-06-02,2024-06-07,Returned,UPI,19,800,25,798.0,12198.0
INV-20250605-4601,2025-04-19,2025-04-26,Returned,Cash,2,879,4,118.14,1805.82
INV-20240608-4067,2025-06-16,2025-06-22,Pending,Cash,12,204,30,119.95,1833.55
INV-20240910-5209,2024-08-13,2024-08-15,Pending,Credit Card,4,496,0,138.88,2122.88
INV-20240504-2388,2024-09-11,2024-09-16,Pending,PayPal,6,487,14,175.9,2688.82
INV-20231224-2060,2023-11-02,2023-11-05,Returned,UPI,5,983,27,251.16,3839.11
INV-20240330-4932,2024-04-01,2024-04-04,Pending,PayPal,1,341,12,21.01,321.09
INV-20240702-7142,2024-05-03,2024-05-07,Pending,Credit Card,20,571,22,623.53,9531.13
INV-20240807-8653,2025-01-20,2025-01-26,Returned,Cash,3,845,2,173.9,2658.2
INV-20241113-7368,2025-09-30,2025-10-07,Completed,UPI,16,555,19,503.5,7696.3
INV-20231218-2841,2023-12-15,2023-12-22,Returned,PayPal,9,491,11,275.3,4208.21
INV-20231211-8373,2025-06-22,2025-06-25,Completed,Cash,18,407,23,394.87,6035.89
INV-20240514-9060,2024-11-26,2024-11-28,Completed,PayPal,12,145,26,90.13,1377.73
INV-20250117-1314,2024-11-14,2024-11-19,Returned,Credit Card,18,419,11,469.87,7182.25
INV-20250324-4380,2024-01-06,2024-01-11,Returned,PayPal,9,592,28,268.53,4104.69
INV-20240701-1551,2024-03-28,2024-04-03,Returned,Credit Card,19,112,1,147.47,2254.19
INV-20250217-1114,2024-05-31,2024-06-02,Pending,PayPal,20,280,14,337.12,5153.12
INV-20240910-3480,2023-10-15,2023-10-16,Returned,Cash,5,212,23,57.13,873.33
INV-20231006-4962,2025-05-19,2025-05-22,Returned,UPI,15,930,12,859.32,13135.32
INV-20240222-6098,2023-10-11,2023-10-12,Completed,Cash,13,983,16,751.41,11485.77
INV-20240319-5307,2024-10-22,2024-10-25,Completed,PayPal,6,979,1,407.07,6222.33
INV-20250926-9358,2025-05-18,2025-05-23,Pending,Cash,5,931,15,276.97,4233.72
INV-20240917-2451,2025-03-28,2025-04-01,Returned,Credit Card,10,264,28,133.06,2033.86
INV-20250720-9663,2023-12-20,2023-12-24,Returned,UPI,6,306,0,128.52,1964.52
INV-20240908-4256,2023-12-19,2023-12-23,Pending,PayPal,3,667,15,119.06,1819.91
INV-20240119-2632,2024-05-05,2024-05-10,Pending,Credit Card,6,352,2,144.88,2214.64
INV-20231203-7553,2024-06-01,2024-06-04,Pending,UPI,8,340,27,138.99,2124.59
INV-20241004-9309,2025-06-10,2025-06-14,Completed,Credit Card,16,633,19,574.26,8777.94
INV-20250807-9115,2025-01-19,2025-01-23,Pending,UPI,15,103,15,91.93,1405.18
INV-20250625-4801,2024-05-18,2024-05-21,Returned,Credit Card,12,297,8,229.52,3508.4
INV-20250908-8598,2024-07-30,2024-08-02,Pending,Cash,12,702,1,583.78,8923.54
INV-20240908-2465,2025-07-25,2025-07-28,Returned,Credit Card,9,426,2,263.01,4020.33
INV-20241014-9454,2025-06-11,2025-06-18,Returned,PayPal,13,716,24,495.19,7569.27
INV-20240823-4589,2025-08-02,2025-08-08,Pending,Cash,20,291,15,346.29,5293.29
INV-20231022-1687,2024-02-14,2024-02-19,Returned,PayPal,19,146,28,139.81,2137.09
INV-20240130-5841,2024-05-18,2024-05-22,Pending,Cash,1,722,28,36.39,556.23
INV-20250210-9243,2025-02-02,2025-02-08,Returned,PayPal,8,935,4,502.66,7683.46
INV-20241228-6598,2024-02-25,2024-02-27,Returned,UPI,12,166,8,128.28,1960.92
INV-20241121-7475,2023-12-04,2023-12-05,Returned,Cash,17,735,30,612.26,9358.76
INV-20240107-1947,2024-02-13,2024-02-15,Returned,Cash,20,238,28,239.9,3667.1
INV-20241102-2457,2024-08-18,2024-08-24,Pending,Credit Card,9,446,0,280.98,4294.98
INV-20250415-1713,2024-04-12,2024-04-13,Returned,UPI,12,827,19,562.69,8601.13
INV-20241001-4778,2023-11-10,2023-11-16,Returned,UPI,4,560,2,153.66,2348.86
INV-20241124-3306,2025-02-18,2025-02-20,Pending,Cash,1,878,4,59.0,901.88
INV-20250204-1408,2023-10-14,2023-10-17,Completed,UPI,19,479,1,630.7,9640.69
INV-20231120-1588,2024-12-29,2025-01-01,Pending,PayPal,5,211,5,70.16,1072.41
INV-20241101-3297,2024-12-21,2024-12-22,Pending,UPI,3,572,21,94.89,1450.53
INV-20250426-1972,2024-12-09,2024-12-13,Pending,PayPal,1,627,1,43.45,664.18
INV-20231031-3060,2025-06-29,2025-07-02,Completed,Cash,13,508,1,457.66,6995.62
INV-20250912-2222,2024-10-01,2024-10-04,Returned,Cash,16,102,16,95.96,1466.84
INV-20250905-9658,2024-11-18,2024-11-22,Completed,PayPal,1,249,7,16.21,247.78
INV-20241030-7296,2024-02-22,2024-02-25,Pending,Cash,5,596,29,148.11,2263.91
INV-20241203-8284,2025-06-09,2025-06-12,Returned,UPI,16,838,12,825.93,12624.97
INV-20240314-9714,2025-06-02,2025-06-05,Pending,Cash,15,763,6,753.08,11511.38
INV-20240518-9804,2025-02-27,2025-03-05,Completed,PayPal,12,769,3,626.58,9577.74
INV-20250627-8256,2024-11-09,2024-11-13,Pending,UPI,1,268,1,18.57,283.89
INV-20240428-6735,2024-04-21,2024-04-26,Completed,UPI,12,501,30,294.59,4502.99
INV-20241108-4836,2023-12-20,2023-12-24,Completed,UPI,8,472,7,245.82,3757.5
INV-20240618-6210,2024-03-02,2024-03-05,Pending,Credit Card,6,366,17,127.59,1950.27
INV-20250320-8627,2024-05-05,2024-05-08,Pending,PayPal,20,388,30,380.24,5812.24
INV-20240622-9424,2025-03-01,2025-03-03,Pending,PayPal,11,609,28,337.63,5160.91
INV-20231120-5826,2024-07-16,2024-07-23,Returned,UPI,10,414,2,284.0,4341.2
INV-20240530-1216,2023-11-05,2023-11-10,Pending,Credit Card,10,694,2,476.08,7277.28
INV-20250329-9399,2024-07-16,2024-07-23,Completed,PayPal,2,643,17,74.72,1142.1
INV-20231213-9497,2025-04-06,2025-04-13,Completed,Credit Card,12,660,8,510.05,7796.45
INV-20241230-8507,2024-02-02,2024-02-05,Returned,PayPal,11,874,11,598.95,9155.41
INV-20240714-9153,2025-05-15,2025-05-17,Pending,Cash,11,111,19,69.23,1058.24
INV-20250702-9883,2024-03-22,2024-03-24,Pending,UPI,4,845,11,210.57,3218.77
INV-20240903-7357,2023-12-07,2023-12-08,Returned,Cash,6,835,4,336.67,5146.27
INV-20240805-2165,2025-02-28,2025-03-01,Completed,PayPal,6,194,26,60.3,921.66
INV-20250123-8423,2024-11-22,2024-11-27,Pending,Cash,7,558,25,205.07,3134.57
INV-20240924-2457,2024-07-30,2024-08-02,Completed,Credit Card,14,893,30,612.6,9364.0
INV-20250416-3799,2024-04-19,2024-04-24,Returned,Credit Card,6,555,13,202.8,3099.9
INV-20250705-9003,2024-10-02,2024-10-07,Returned,Cash,18,231,30,203.74,3114.34
INV-20250618-1729,2025-09-15,2025-09-22,Pending,PayPal,11,216,8,153.01,2338.93
INV-20231023-3573,2025-01-02,2025-01-05,Returned,Cash,7,560,10,246.96,3774.96
INV-20241104-8085,2024-05-20,2024-05-24,Pending,UPI,3,462,6,91.2,1394.04
INV-20250217-6464,2025-08-04,2025-08-11,Completed,Credit Card,3,512,30,75.26,1150.46
INV-20240420-3540,2025-10-05,2025-10-10,Returned,Cash,7,767,4,360.8,5515.04
INV-20241223-7113,2025-04-07,2025-04-11,Returned,PayPal,5,807,0,282.45,4317.45
INV-20250530-8409,2024-02-21,2024-02-28,Returned,UPI,16,662,6,696.95,10653.43
INV-20250902-3539,2025-08-06,2025-08-09,Completed,Cash,15,649,27,497.46,7604.01
INV-20241228-8150,2025-06-08,2025-06-13,Pending,Cash,11,484,4,357.77,5468.81
INV-20231109-6169,2024-05-14,2024-05-20,Returned,UPI,8,654,25,274.68,4198.68
INV-20250415-5366,2025-05-24,2025-05-29,Pending,Cash,4,357,8,91.96,1405.72
INV-20240311-7124,2024-11-08,2024-11-11,Pending,Credit Card,3,774,14,139.78,2136.7
INV-20241109-4247,2024-10-01,2024-10-03,Returned,PayPal,3,804,9,153.64,2348.56
INV-20240507-2594,2025-09-18,2025-09-22,Completed,UPI,14,973,22,743.76,11368.92
INV-20240428-6999,2024-08-24,2024-08-27,Returned,Cash,3,857,5,170.97,2613.42
INV-20241230-3000,2024-02-14,2024-02-16,Pending,Cash,5,688,2,235.98,3607.18
INV-20231109-6443,2024-09-11,2024-09-14,Returned,Credit Card,4,569,20,127.46,1948.26
INV-20250812-7027,2025-04-15,2025-04-18,Completed,Cash,10,551,22,300.85,4598.65
INV-20240522-2661,2024-11-20,2024-11-26,Returned,PayPal,4,973,2,266.99,4081.15
INV-20241209-4054,2025-08-13,2025-08-15,Pending,UPI,15,814,18,700.85,10713.05
INV-20240724-2760,2024-10-14,2024-10-18,Completed,UPI,10,404,1,279.97,4279.57
INV-20241110-5379,2024-06-20,2024-06-23,Completed,PayPal,4,195,27,39.86,609.26
INV-20240912-7225,2025-08-31,2025-09-05,Completed,PayPal,2,173,13,21.07,322.09
INV-20241116-3426,2025-02-18,2025-02-23,Returned,Cash,15,288,6,284.26,4345.06
INV-20240609-2279,2025-02-12,2025-02-18,Completed,Cash,4,541,14,130.27,1991.31
INV-20241024-5163,2024-09-26,2024-09-27,Pending,Cash,6,144,14,52.01,795.05
INV-20241003-7963,2025-02-24,2025-03-02,Completed,UPI,14,864,12,745.11,11389.59
INV-20240918-2850,2024-04-12,2024-04-14,Returned,Cash,20,723,1,1002.08,15317.48
INV-20231008-5339,2025-01-29,2025-02-04,Completed,Cash,15,471,20,395.64,6047.64
INV-20240723-4766,2025-09-10,2025-09-14,Pending,Credit Card,15,317,14,286.25,4375.55
INV-20250215-2652,2024-05-27,2024-06-02,Returned,Credit Card,13,617,9,510.94,7810.05
INV-20231017-2267,2024-11-27,2024-12-01,Pending,Credit Card,5,975,12,300.3,4590.3
INV-20240309-6568,2025-10-05,2025-10-09,Completed,PayPal,9,482,23,233.82,3574.08
INV-20241129-3828,2024-10-10,2024-10-15,Completed,Credit Card,7,332,14,139.9,2138.54
INV-20240620-7514,2024-03-06,2024-03-08,Returned,UPI,13,373,19,274.94,4202.63
INV-20240428-1852,2025-01-10,2025-01-16,Pending,Cash,19,237,23,242.71,3710.02
INV-20231016-9998,2024-09-30,2024-10-01,Completed,UPI,7,850,0,416.5,6366.5
INV-20240729-1248,2025-02-14,2025-02-15,Completed,UPI,8,595,3,323.2,4940.4
INV-20250421-4229,2025-06-30,2025-07-03,Completed,Cash,9,567,3,346.49,5296.4
INV-20231218-1928,2024-05-13,2024-05-16,Pending,PayPal,12,340,1,282.74,4321.94
INV-20250802-4159,2025-05-16,2025-05-19,Returned,UPI,9,330,4,199.58,3050.78
INV-20240722-4757,2024-08-26,2024-08-31,Returned,UPI,12,694,4,559.64,8554.52
INV-20231213-2871,2024-06-09,2024-06-10,Completed,UPI,4,490,3,133.08,2034.28
INV-20250924-2703,2023-11-14,2023-11-21,Returned,UPI,8,185,12,91.17,1393.57
INV-20240121-5621,2025-09-02,2025-09-09,Pending,Credit Card,6,142,2,58.45,893.41
INV-20250329-7792,2025-03-16,2025-03-22,Completed,PayPal,6,236,3,96.15,1469.67
INV-20241114-1412,2023-12-18,2023-12-23,Completed,UPI,2,916,5,121.83,1862.23
INV-20250901-7724,2024-10-09,2024-10-12,Returned,Cash,5,284,21,78.53,1200.33
INV-20250928-5878,2023-12-25,2023-12-30,Pending,Cash,10,421,0,294.7,4504.7
INV-20240915-9783,2024-07-11,2024-07-13,Pending,Cash,6,458,7,178.89,2734.53
INV-20231009-9594,2024-08-20,2024-08-21,Completed,Credit Card,3,210,30,30.87,471.87
INV-20240617-6390,2024-02-09,2024-02-14,Completed,Credit Card,14,815,22,622.99,9522.79
INV-20240621-5045,2024-06-26,2024-06-30,Returned,Cash,20,480,26,497.28,7601.28
INV-20240713-9733,2025-07-19,2025-07-23,Pending,PayPal,18,258,6,305.58,4670.94
INV-20250223-6730,2024-02-06,2024-02-09,Completed,Credit Card,14,870,11,758.81,11599.01
INV-20231215-8158,2024-06-22,2024-06-29,Completed,UPI,16,977,24,831.62,12711.94
INV-20231012-6659,2024-11-25,2024-11-27,Pending,Cash,11,563,7,403.16,6162.65
INV-20231212-7509,2025-08-24,2025-08-30,Completed,Credit Card,17,388,19,373.99,5716.75
INV-20231007-2742,2025-02-24,2025-03-03,Pending,UPI,4,546,3,148.29,2266.77
INV-20241115-9427,2024-11-30,2024-12-07,Completed,Credit Card,6,785,16,276.95,4233.35
INV-20231113-6158,2024-07-08,2024-07-14,Returned,UPI,4,700,22,152.88,2336.88
INV-20240923-4318,2024-11-11,2024-11-16,Returned,PayPal,20,591,26,612.28,9359.08
INV-20250630-5823,2024-09-10,2024-09-11,Completed,PayPal,3,149,17,25.97,396.98
INV-20241011-7459,2024-05-25,2024-05-31,Pending,UPI,8,184,5,97.89,1496.29
INV-20250602-1513,2024-09-24,2024-09-30,Returned,Cash,13,661,18,493.24,7539.5
INV-20250821-8489,2024-04-12,2024-04-18,Pending,Cash,6,140,18,48.22,737.02
INV-20250401-4351,2023-10-20,2023-10-25,Completed,Cash,20,650,13,791.7,12101.7
INV-20240324-3424,2024-04-19,2024-04-24,Pending,UPI,7,132,10,58.21,889.81
INV-20240126-1832,2024-09-27,2024-09-29,Pending,Cash,4,824,23,177.65,2715.57
INV-20250205-9566,2023-11-15,2023-11-19,Returned,Cash,11,750,24,438.9,6708.9
INV-20240321-2399,2023-10-15,2023-10-21,Pending,UPI,13,331,4,289.16,4420.04
INV-20250117-6075,2025-01-01,2025-01-04,Returned,Credit Card,10,366,5,243.39,3720.39
INV-20240905-3325,2025-03-15,2025-03-21,Pending,Cash,8,340,18,156.13,2386.53
INV-20240523-9047,2024-03-30,2024-04-03,Returned,UPI,14,706,7,643.45,9835.57
INV-20250423-2040,2025-04-03,2025-04-10,Returned,PayPal,6,554,17,193.12,2952.04
INV-20241130-2858,2024-05-17,2024-05-18,Completed,PayPal,4,358,11,89.21,1363.69
INV-20240614-1696,2024-12-14,2024-12-15,Pending,Credit Card,9,645,15,345.4,5279.65
INV-20241014-2353,2024-04-01,2024-04-02,Completed,UPI,4,239,30,46.84,716.04
INV-20241128-5878,2025-04-07,2025-04-14,Pending,Credit Card,5,636,16,186.98,2858.18
INV-20240523-3157,2024-04-09,2024-04-11,Returned,PayPal,2,367,30,35.97,549.77
INV-20250615-5443,2025-05-10,2025-05-14,Pending,Cash,9,903,14,489.25,7478.47
INV-20241022-8357,2024-08-20,2024-08-25,Completed,Credit Card,13,665,11,538.58,8232.63
INV-20251001-1930,2024-03-18,2024-03-22,Completed,Credit Card,19,660,20,702.24,10734.24
INV-20240126-4357,2025-02-18,2025-02-20,Returned,UPI,8,381,29,151.49,2315.57
INV-20241128-4424,2023-11-06,2023-11-12,Pending,Cash,10,179,3,121.54,1857.84
INV-20250802-6981,2025-08-23,2025-08-28,Completed,UPI,15,234,1,243.24,3718.14
INV-20240429-9790,2024-03-18,2024-03-22,Pending,UPI,20,735,22,802.62,12268.62
INV-20250827-3102,2023-12-01,2023-12-02,Completed,PayPal,20,860,27,878.92,13434.92
INV-20240218-3963,2025-04-28,2025-05-05,Completed,Credit Card,6,556,8,214.84,3283.96
INV-20250421-3837,2024-07-29,2024-07-30,Completed,Cash,5,618,11,192.51,2942.61
INV-20241008-6553,2025-07-13,2025-07-15,Completed,Cash,20,720,3,977.76,14945.76
INV-20231129-5554,2023-12-25,2023-12-31,Returned,PayPal,20,519,6,683.0,10440.2
INV-20250725-5767,2024-11-29,2024-12-06,Pending,UPI,17,999,5,1129.37,17263.22
INV-20241010-3886,2024-09-21,2024-09-24,Completed,PayPal,12,164,8,126.74,1937.3
INV-20250607-1744,2023-12-12,2023-12-15,Pending,Credit Card,19,705,28,675.11,10319.51
INV-20240704-7834,2023-11-15,2023-11-18,Returned,Cash,18,504,5,603.29,9221.69
INV-20241112-7542,2023-10-20,2023-10-25,Returned,Cash,9,104,2,64.21,981.49
INV-20240811-1112,2025-06-27,2025-07-03,Completed,UPI,18,288,17,301.19,4603.91
INV-20250908-8842,2024-05-09,2024-05-11,Pending,Cash,13,587,12,470.07,7185.35
INV-20250422-3717,2025-05-13,2025-05-14,Pending,Cash,3,958,27,146.86,2244.88
INV-20241118-1912,2024-02-09,2024-02-16,Returned,Cash,17,699,27,607.22,9281.81
INV-20241115-6653,2024-06-07,2024-06-09,Pending,Cash,19,273,16,305.0,4662.08
INV-20241108-7279,2024-03-24,2024-03-26,Completed,Credit Card,11,761,4,562.53,8598.69
INV-20241128-1418,2025-02-05,2025-02-12,Completed,PayPal,16,676,30,529.98,8101.18
INV-20240708-7625,2025-08-12,2025-08-14,Returned,PayPal,1,517,29,25.69,392.76
INV-20250330-7907,2025-07-26,2025-07-31,Pending,Credit Card,5,151,4,50.74,775.54
INV-20250905-8513,2025-09-16,2025-09-23,Returned,Credit Card,4,562,19,127.46,1948.34
INV-20240616-9075,2024-09-19,2024-09-21,Completed,PayPal,4,410,29,81.51,1245.91
INV-20231226-2121,2024-07-12,2024-07-13,Pending,UPI,3,548,8,105.87,1618.35
INV-20250829-8571,2025-02-27,2025-03-01,Returned,Cash,6,893,30,262.54,4013.14
INV-20250806-4571,2024-11-07,2024-11-13,Pending,Cash,1,836,8,53.84,822.96
INV-20250625-4068,2025-06-28,2025-07-05,Pending,Cash,17,615,0,731.85,11186.85
INV-20250226-5360,2023-12-28,2023-12-31,Completed,Cash,5,610,2,209.23,3198.23
INV-20240207-5613,2025-04-12,2025-04-13,Completed,PayPal,9,663,10,375.92,5746.22
INV-20241122-5077,2025-05-18,2025-05-22,Pending,Credit Card,7,363,13,154.75,2365.42
INV-20241217-6446,2025-03-17,2025-03-24,Returned,UPI,4,251,6,66.06,1009.82
INV-20240720-9070,2023-11-16,2023-11-20,Pending,UPI,20,530,28,534.24,8166.24
INV-20250414-5044,2023-10-24,2023-10-26,Pending,Credit Card,7,965,3,458.66,7011.01
INV-20250106-6778,2023-11-26,2023-11-30,Returned,PayPal,17,560,16,559.78,8556.58
INV-20240916-3564,2024-06-26,2024-07-02,Returned,PayPal,15,143,1,148.65,2272.2
INV-20250623-8030,2024-01-18,2024-01-23,Pending,UPI,4,442,18,101.48,1551.24
INV-20240621-3207,2024-11-10,2024-11-15,Pending,UPI,2,114,13,13.89,212.25
INV-20240910-5339,2024-01-21,2024-01-23,Completed,Credit Card,20,359,28,361.87,5531.47
INV-20250321-9327,2025-04-02,2025-04-07,Returned,PayPal,4,260,23,56.06,856.86
INV-20240603-1386,2024-01-24,2024-01-26,Pending,UPI,13,886,30,564.38,8626.98
INV-20240512-4551,2025-02-06,2025-02-08,Returned,Credit Card,11,227,22,136.34,2084.0
INV-20250917-5556,2025-05-26,2025-05-27,Pending,Credit Card,5,345,9,109.88,1679.63
INV-20240109-6174,2024-09-21,2024-09-28,Returned,Credit Card,18,287,1,358.0,5472.34
INV-20250820-1756,2024-08-18,2024-08-25,Completed,PayPal,6,555,3,226.11,3456.21
INV-20250407-9171,2024-06-15,2024-06-19,Completed,Cash,2,799,0,111.86,1709.86
INV-20250319-5222,2024-03-30,2024-03-31,Completed,Cash,17,888,28,760.84,11629.96
INV-20250701-8790,2024-03-25,2024-04-01,Returned,Cash,1,396,14,23.84,364.4
INV-20240401-2127,2024-11-05,2024-11-09,Completed,Credit Card,7,800,22,305.76,4673.76
INV-20250608-6361,2023-10-29,2023-10-31,Returned,PayPal,8,363,2,199.21,3045.13
INV-20240824-3681,2025-05-18,2025-05-23,Pending,Credit Card,12,542,19,368.78,5637.02
INV-20250329-2132,2025-08-22,2025-08-28,Completed,Credit Card,7,755,27,270.06,4128.11
INV-20241111-2163,2024-09-20,2024-09-22,Pending,Credit Card,3,234,8,45.21,691.05
INV-20250110-2168,2025-09-13,2025-09-15,Returned,Cash,7,857,11,373.74,5712.85
INV-20241223-5034,2025-10-01,2025-10-07,Returned,Cash,16,915,6,963.31,14724.91
INV-20250810-2911,2025-02-08,2025-02-12,Pending,Cash,4,821,17,190.8,2916.52
INV-20241205-3412,2023-11-13,2023-11-17,Returned,UPI,5,816,6,268.46,4103.66
INV-20240411-1652,2023-12-18,2023-12-23,Pending,PayPal,7,582,22,222.44,3400.16
INV-20240716-8034,2024-10-13,2024-10-18,Returned,Cash,11,226,24,132.26,2021.62
INV-20240605-9759,2023-10-09,2023-10-13,Returned,Credit Card,18,843,8,977.21,14937.29
INV-20240429-9079,2024-06-03,2024-06-04,Returned,Cash,13,347,16,265.25,4054.49
INV-20250920-2962,2024-04-11,2024-04-12,Returned,UPI,10,346,18,198.6,3035.8
INV-20250924-5997,2025-06-08,2025-06-15,Completed,Credit Card,12,615,19,418.45,6396.25
INV-20240218-4431,2024-09-09,2024-09-11,Returned,Credit Card,1,838,13,51.03,780.09
INV-20240801-3180,2023-12-11,2023-12-15,Completed,Cash,4,923,9,235.18,3594.9
INV-20241014-6186,2025-01-12,2025-01-14,Pending,Cash,10,526,7,342.43,5234.23
INV-20240408-1785,2025-06-06,2025-06-13,Returned,PayPal,2,904,9,115.17,1760.45
INV-20240822-9392,2024-01-17,2024-01-21,Completed,UPI,19,525,11,621.44,9499.19
INV-20241114-8414,2024-05-21,2024-05-22,Returned,PayPal,1,756,22,41.28,630.96
INV-20231208-3886,2025-08-07,2025-08-08,Pending,Credit Card,14,978,30,670.91,10255.31
INV-20241219-3552,2024-07-02,2024-07-07,Pending,Credit Card,2,635,21,70.23,1073.53
INV-20240905-5217,2025-04-09,2025-04-14,Pending,Credit Card,2,573,23,61.77,944.19
INV-20240303-4924,2025-01-12,2025-01-16,Completed,UPI,4,538,15,128.04,1957.24
INV-20250623-9773,2025-05-24,2025-05-28,Pending,UPI,6,550,0,231.0,3531.0
INV-20241123-8625,2024-02-12,2024-02-15,Pending,Cash,16,790,24,672.45,10278.85
INV-20241001-5538,2024-07-29,2024-08-01,Completed,PayPal,16,400,29,318.08,4862.08
INV-20240719-4711,2023-11-13,2023-11-14,Returned,Credit Card,5,841,23,226.65,3464.5
INV-20240129-9648,2024-01-08,2024-01-11,Returned,PayPal,12,145,7,113.27,1731.47
INV-20231127-6511,2024-10-25,2024-10-30,Returned,UPI,18,227,0,286.02,4372.02
INV-20240920-4241,2025-05-12,2025-05-19,Completed,UPI,12,443,6,349.79,5346.83
INV-20241130-3832,2023-11-21,2023-11-22,Pending,PayPal,17,989,7,1094.53,16730.62
INV-20231231-2604,2025-03-25,2025-04-01,Pending,Credit Card,19,207,17,228.51,3492.9
INV-20231203-2080,2024-04-02,2024-04-08,Completed,UPI,4,367,1,101.73,1555.05
INV-20250524-8712,2025-05-23,2025-05-27,Completed,Cash,1,765,5,50.87,777.62
INV-20240831-5356,2024-09-06,2024-09-09,Returned,Cash,16,973,2,1067.96,16324.6
INV-20250923-6827,2025-07-17,2025-07-18,Returned,UPI,17,695,22,645.1,9860.8
INV-20240912-2541,2025-08-01,2025-08-03,Pending,PayPal,18,409,5,489.57,7483.47
INV-20240315-7671,2025-05-28,2025-06-04,Pending,Credit Card,17,815,2,950.45,14528.35
INV-20240209-6398,2025-07-22,2025-07-23,Returned,PayPal,13,599,4,523.29,7998.81
INV-20250302-2845,2025-06-19,2025-06-21,Completed,PayPal,13,693,27,460.36,7036.93
INV-20250215-5556,2023-11-01,2023-11-03,Returned,Cash,16,139,4,149.45,2284.49
INV-20240215-3067,2024-03-24,2024-03-29,Returned,PayPal,2,224,21,24.77,378.69
INV-20250710-4814,2024-06-26,2024-06-27,Pending,Credit Card,17,395,10,423.05,6466.55
INV-20240606-2702,2023-10-23,2023-10-29,Pending,Credit Card,18,690,19,704.21,10764.41
INV-20250127-6207,2023-11-24,2023-11-29,Completed,UPI,4,909,28,183.25,2801.17
INV-20250603-8795,2024-05-20,2024-05-26,Returned,Credit Card,5,261,3,88.61,1354.46
INV-20250903-5230,2024-05-14,2024-05-15,Pending,Credit Card,18,183,18,189.08,2890.16
INV-20250629-2068,2024-12-22,2024-12-29,Returned,Credit Card,12,433,7,338.26,5170.54
INV-20250421-9737,2024-08-03,2024-08-05,Pending,UPI,12,318,2,261.78,4001.46
INV-20231108-5949,2024-05-28,2024-05-30,Pending,Cash,1,353,13,21.5,328.61
INV-20241222-7237,2025-01-25,2025-01-31,Pending,PayPal,1,103,26,5.34,81.56
INV-20231008-1168,2025-05-13,2025-05-18,Completed,Cash,20,978,1,1355.51,20719.91
INV-20250705-8362,2024-07-13,2024-07-18,Returned,UPI,14,147,4,138.3,2113.98
INV-20250724-5681,2024-09-18,2024-09-21,Completed,UPI,2,748,29,74.35,1136.51
INV-20250226-9052,2024-02-17,2024-02-23,Completed,PayPal,1,786,10,49.52,756.92
INV-20240312-6956,2025-08-03,2025-08-04,Pending,UPI,1,256,11,15.95,243.79
INV-20250324-2661,2025-04-22,2025-04-27,Returned,PayPal,8,929,20,416.19,6361.79
INV-20231012-8301,2025-01-20,2025-01-25,Completed,Cash,5,280,1,97.02,1483.02
INV-20231109-3117,2024-01-23,2024-01-30,Pending,Cash,4,981,20,219.74,3358.94
INV-20250925-9644,2025-07-21,2025-07-28,Pending,Credit Card,13,834,6,713.4,10904.88
INV-20241016-8209,2025-09-17,2025-09-24,Completed,UPI,14,791,22,604.64,9242.36
INV-20250501-1759,2024-07-18,2024-07-25,Completed,Cash,13,868,26,584.51,8934.67
INV-20240409-7176,2025-09-10,2025-09-17,Returned,Cash,12,540,20,362.88,5546.88
INV-20250430-4356,2025-06-08,2025-06-13,Completed,UPI,18,164,6,194.24,2969.12
INV-20240721-4296,2024-05-19,2024-05-22,Completed,UPI,13,680,3,600.24,9175.04
INV-20250210-8823,2025-08-30,2025-09-06,Completed,Credit Card,10,467,14,281.13,4297.33
INV-20240122-2555,2024-07-18,2024-07-21,Returned,Cash,5,700,13,213.15,3258.15
INV-20250128-4637,2025-06-10,2025-06-15,Returned,UPI,2,853,8,109.87,1679.39
INV-20250123-5547,2025-06-25,2025-06-28,Pending,PayPal,19,463,21,486.47,7436.1
INV-20240625-3700,2024-09-17,2024-09-18,Returned,UPI,15,936,22,766.58,11717.78
INV-20250327-8457,2023-11-10,2023-11-16,Returned,UPI,1,459,14,27.63,422.37
INV-20231215-7524,2024-04-30,2024-05-06,Returned,Credit Card,13,841,19,619.9,9475.63
INV-20250828-8318,2024-04-16,2024-04-21,Pending,Cash,14,966,17,785.74,12010.66
INV-20241026-9793,2023-11-08,2023-11-15,Completed,Credit Card,7,654,6,301.23,4604.55
INV-20250410-2017,2025-07-16,2025-07-21,Returned,PayPal,10,391,0,273.7,4183.7
INV-20250706-8514,2025-05-28,2025-05-29,Completed,Credit Card,11,649,8,459.75,7027.63
INV-20250121-9318,2024-06-16,2024-06-18,Returned,PayPal,10,640,4,430.08,6574.08
INV-20250710-7547,2024-11-09,2024-11-12,Pending,Cash,14,329,24,245.04,3745.6
INV-20231122-3496,2024-01-20,2024-01-25,Returned,PayPal,19,793,0,1054.69,16121.69
INV-20240719-3503,2024-12-18,2024-12-25,Pending,UPI,11,298,17,190.45,2911.19
INV-20240304-8951,2023-12-08,2023-12-09,Returned,Cash,9,940,13,515.21,7875.41
INV-20250519-9511,2023-12-02,2023-12-07,Completed,Credit Card,1,861,20,48.22,737.02
